4110	7983
21084	7983
21084	4110
10889	21084
10889	4700
10889	7983
10889	4110
1559	21084
1559	10889
1559	7983
1559	4110
10155	4700
10155	10889
6097	19028
6097	4700
6097	10155
3231	19028
3231	6097
3231	1559
18453	3231
20029	3231
18587	11104
2595	19028
13006	18587
13006	11104
6750	6097
6750	19028
10870	20057
10870	12663
18427	10155
18427	19028
6839	13006
6839	18587
6839	11104
6839	9110
19350	18427
19350	6750
19350	6097
19350	4700
19350	3231
4754	20057
4754	10870
12826	11104
12240	13006
12240	18587
12240	6839
12240	11104
12240	12826
7344	10870
7344	12663
21489	6097
21489	19028
12897	4754
12897	10870
12897	7344
19139	4754
19139	20057
19139	12897
19139	10870
19139	7344
21269	6097
8593	2595
8593	19028
7535	19350
7535	10155
7535	18427
7535	21269
7845	7535
7845	19350
7845	3231
7845	6097
7845	21489
7845	21269
3713	10870
3713	7344
3713	12663
11762	7535
11762	19028
11762	6097
11762	6750
11762	21489
11762	19350
11762	21269
11762	4700
11762	18453
11762	18427
10320	2595
10320	8593
10320	19028
1875	8593
13942	6839
6637	2595
6637	10320
6637	19028
6637	8593
4593	11762
4593	21489
4593	6097
14990	20307
17195	12679
17195	6637
17195	2595
17195	8593
20744	20307
20744	14990
20967	4700
20967	10155
20967	4593
20967	21489
20967	6097
20967	10889
8277	6637
8277	2595
8277	10320
8277	8593
8277	19028
8277	6839
8277	7672
20951	11104
20951	6839
20951	12826
20951	13942
20951	9110
16633	12679
8189	18587
8189	12240
8189	6839
8189	13006
8189	11104
18643	12240
18643	18587
18643	13006
18643	6839
18643	11104
18643	8189
18643	20951
18643	12826
5476	2595
5476	6637
5476	10320
5476	8277
5476	8593
5476	7672
5476	19028
21036	9110
1676	4754
1676	12663
3309	1875
10781	12679
10781	17195
15898	19139
15898	12663
15898	1676
15898	7344
15898	3713
4824	10155
6482	13006
6482	12240
6482	4754
6482	18587
6482	20057
6482	6839
6482	18643
6482	11104
6482	8189
6482	15898
6482	13942
12896	21489
12896	6637
12896	11762
12896	19350
12896	2595
12896	7845
12896	18427
12896	19028
12896	6097
12896	7535
12896	3231
12896	4593
12896	6750
861	7923
11310	6969
12406	12896
12406	3309
12406	3231
12406	7585
7068	6097
7068	12896
7068	19028
7068	12406
12209	18643
12209	11104
12209	13006
12209	12240
12209	6482
12209	6839
12209	8189
12209	20951
12209	13942
12209	12826
12209	861
10617	18587
10617	12240
10617	8189
10617	18643
10617	13006
10617	6839
10617	6482
10617	12209
10617	11104
10617	20951
19788	12896
19788	17195
19788	5143
19788	12679
15722	3309
15722	18453
12828	4488
13422	7983
13422	4700
13422	10889
13422	4110
13422	4593
13422	1559
13422	7845
7674	4488
7674	12828
15399	19350
15399	13422
15399	20967
15399	10155
15399	1559
15399	3231
2399	12209
9156	19350
9156	6097
9156	7845
12915	18587
12915	6482
12915	10617
12915	18643
12915	8189
20579	7344
20579	10870
20579	12663
13432	10320
13432	8277
13432	8593
13432	2595
13432	6637
13432	6839
13432	12896
13432	7672
13432	5476
13432	19788
21119	19139
21119	20057
21119	10870
21119	7344
21119	20579
21119	12897
21119	3713
11820	13432
11820	8593
11820	5476
9871	5476
9871	10320
9871	6637
9871	11820
9871	13432
9871	8593
4094	20057
4094	7344
4094	15898
4094	20579
4094	1676
4094	12663
2976	15399
1845	11762
1845	4593
1845	6097
1845	19350
1845	8599
1845	13422
1845	7535
1850	12679
20935	17195
20935	10781
6050	16044
6050	20967
10010	10617
10010	8189
10010	18643
10010	13006
10010	11104
10010	6839
10010	20951
10010	6482
10010	12209
10010	12826
10010	9110
10010	12915
9706	10889
12077	6050
12077	9706
12077	16044
6663	6050
6663	16044
6663	12077
6663	9706
6663	1676
17983	6050
17983	6663
10795	11762
10795	4593
10795	12896
10795	19028
10795	6097
10795	6750
10795	21489
10795	3309
10795	7068
4059	20029
4059	12406
4059	3231
16026	10320
16026	6637
16026	8277
16026	2595
16026	8593
16026	5476
16026	13432
16026	19028
16026	9871
16026	5143
20472	20744
11389	20472
11389	17195
17482	12828
17482	7674
12376	20029
12618	7672
19298	15898
19298	10870
19298	21119
19298	12663
19298	20579
19298	7344
19298	4094
19298	3713
19298	1676
18994	12896
18994	18427
18994	15722
18994	12406
18994	3231
4774	11762
4774	4593
4774	10795
4774	1845
4774	12896
4774	6097
4774	9156
4774	6750
4774	21489
4774	19350
4774	19028
4774	7068
17830	6482
17830	20057
17830	19139
17830	21119
17830	12897
17830	10870
17830	7344
18835	20951
18835	2399
5864	10617
5864	18643
5864	8189
5864	20951
5864	11104
5864	12209
5864	10010
5864	12826
17115	6482
17115	20057
17115	10870
17115	19139
17115	20579
17115	7344
17115	21119
17115	11762
17115	12897
17115	17830
17115	19298
17115	1676
17115	4094
9220	5864
9220	10010
9220	12826
9220	20472
1173	12897
1173	12376
1173	20579
1596	19775
393	1596
393	19775
393	9706
393	20638
14831	4700
14831	10155
14831	1845
14831	11762
14831	19350
14831	13422
14831	20967
14831	7535
14831	6097
14831	4774
14831	10795
14831	7845
14831	3231
14831	12896
14831	4593
14831	6050
14831	18427
19382	19775
15684	6050
15684	16044
15684	6663
15684	12077
15684	9706
13512	1596
14098	1596
3427	6663
3427	9706
12261	6050
12261	16044
12261	6663
12261	12077
12261	393
12261	3427
12261	15684
21707	1596
21707	14098
21707	12261
21707	12077
21707	20638
11876	393
11876	1596
11876	13512
11876	21707
11876	17983
11876	13195
20419	4754
20419	6482
20419	18643
20419	12826
20419	21119
20419	10870
20620	12077
1108	13512
1108	21707
2919	10320
2919	8277
2919	1845
2919	6637
2919	2595
2919	11762
2919	5143
2919	12896
2919	4593
2919	4774
2919	21269
2919	5476
