6499	0
6787	0
4134	0
4879	0
9300	1
9300	2
10735	0
18398	3
18398	4
18398	5
18398	6
11784	7
11784	4
11784	8
11784	9
21572	10
21572	4
21572	11
21572	12
15938	13
20439	14
20439	15
19041	14
19041	16
6830	0
7909	14
7909	17
7909	4
18740	0
16973	18
16973	4
9208	14
9208	16
9208	4
11206	14
11206	16
11206	4
1152	14
1152	19
1152	4
9851	4
7817	7
7983	14
7983	20
8599	14
8599	20
7672	14
7672	20
4700	14
4700	20
15013	14
15013	20
21084	14
21084	20
8733	14
8733	20
10889	14
12663	14
12663	17
1559	14
1559	20
10155	14
10155	20
7585	14
7585	20
12102	14
12102	20
19668	14
19668	20
19028	14
19028	20
6097	14
6097	20
3231	14
3231	20
18453	14
18453	20
20029	14
20029	20
19043	14
19043	17
3837	14
3837	20
16036	14
16036	20
8166	14
8166	20
8166	21
20133	14
20133	20
20133	21
9110	14
9110	17
7034	0
20057	14
20057	17
18148	0
19552	0
11104	14
11104	17
21303	0
18587	14
18587	17
2595	14
2595	20
13006	14
13006	17
6750	14
6750	20
19229	14
19229	20
10870	14
10870	17
18427	14
18427	20
6839	14
6839	17
19350	14
19350	20
4754	14
4754	17
9574	14
9574	20
5225	0
13486	0
12826	14
12826	17
15394	0
13559	0
3770	0
12240	14
12240	17
7344	14
7344	17
11046	0
21489	14
21489	20
12897	14
12897	17
19139	14
19139	17
21269	14
21269	20
8593	14
8593	20
7535	14
7535	20
20307	14
20307	20
7845	14
7845	20
3713	14
3713	17
11762	14
11762	20
10320	14
10320	20
1875	14
1875	20
13942	14
13942	17
5143	14
5143	20
12679	14
12679	20
6637	14
6637	20
4593	14
4593	20
7923	14
7923	17
14990	14
14990	20
17195	14
17195	20
20744	14
20744	20
20967	14
20967	20
8277	14
8277	20
20951	14
20951	17
16633	14
16633	20
8189	14
8189	17
18643	14
18643	17
5476	14
5476	20
21036	14
21036	17
1676	14
1676	17
3309	14
3309	20
10781	14
10781	20
15898	14
15898	17
4824	14
4824	20
20433	14
20433	20
6482	14
6482	17
6482	4
12896	14
12896	20
861	14
861	17
7648	14
7648	17
4248	0
6969	14
6969	22
11310	14
11310	22
12406	14
12406	20
4488	14
4488	22
3393	0
7068	14
7068	20
10508	14
10508	16
12209	14
12209	17
10617	14
10617	17
2980	14
2980	20
19788	14
19788	20
15722	14
15722	20
12828	14
12828	22
13422	14
13422	20
7674	14
7674	22
7674	23
6218	0
6218	4
6218	5
9198	0
9198	4
9198	5
9198	24
12770	0
15399	14
15399	20
2399	14
2399	17
9156	14
9156	20
12915	14
12915	17
12181	14
12181	20
8230	0
666	0
13638	14
13638	17
20579	14
20579	17
13432	14
13432	20
21119	14
21119	17
11820	14
11820	20
9871	14
9871	20
4094	14
4094	17
2976	14
2976	20
1845	14
1845	20
1850	14
1850	20
7154	14
7154	20
20935	14
20935	20
16044	14
16044	25
13195	14
13195	25
1631	14
1631	25
6050	14
6050	25
10010	14
10010	17
9706	14
9706	25
12077	14
12077	25
6663	14
6663	25
20638	14
20638	25
17983	14
17983	25
18247	14
18247	20
10795	14
10795	20
4059	14
4059	20
16026	14
16026	20
20472	14
20472	20
11389	14
11389	20
17482	14
17482	22
12376	14
12376	17
9794	14
9794	20
12618	14
12618	20
19298	14
19298	17
18994	14
18994	20
4774	14
4774	20
17830	14
17830	17
18835	14
18835	17
5864	14
5864	17
17115	14
17115	17
9220	14
9220	17
1173	14
1173	17
19775	14
19775	25
1596	14
1596	25
1596	23
393	14
393	25
393	4
16593	14
16593	25
16593	4
20955	0
3071	0
17722	14
17722	25
14831	14
14831	20
14365	0
19382	14
19382	25
19382	4
15266	0
696	14
696	20
3262	0
15684	14
15684	25
8293	0
13512	14
13512	25
14098	14
14098	25
3427	14
3427	25
8354	14
8354	20
8354	4
12261	14
12261	25
21707	14
21707	25
11876	14
11876	25
9760	0
13901	0
20419	14
20419	17
20419	4
16129	0
11704	14
11704	20
10457	0
9027	0
1797	0
6772	0
6985	26
20869	0
5547	0
5547	4
5547	5
5547	24
6232	14
6232	17
11805	14
11805	17
6354	0
6354	4
6354	5
18969	0
21668	0
19076	0
7724	14
7724	20
7724	4
2512	0
1994	14
1994	27
1994	4
18966	0
1911	0
6136	26
2840	0
20620	4
6921	0
1108	14
1108	25
1108	4
2919	14
2919	20
2919	23
6675	0
4786	0
7340	14
7340	25
17490	0
6254	14
6254	20
8126	14
8126	20
2439	0
18465	0
14402	0
11542	0
17626	0
243	0
1427	0
20855	0
3282	0
1560	0
2852	0
0	0
4157	0
2920	0
14502	0
10775	0
14583	0
19284	0
6441	0
9614	0
6664	0
5136	0
1335	0
9768	0
396	0
1876	0
2197	0
16584	0
4601	0
4782	0
15064	0
18026	14
18026	20
3712	14
3712	23
1470	14
1470	23
16257	0
1741	14
1741	20
18970	0
20823	14
20823	25
10417	14
10417	17
17869	14
17869	20
7790	14
7790	17
7467	14
18586	14
18586	25
11396	0
2602	0
12647	14
12647	25
20224	14
20224	20
16708	14
16708	25
2463	14
2463	20
3905	14
3905	20
9936	14
9936	20
17787	14
17787	20
14009	14
14009	20
14792	0
19220	0
14721	0
16858	0
660	0
10816	0
1504	0
15914	14
15914	20
15026	0
16194	0
19068	14
19068	20
11149	14
11149	17
14606	14
14606	20
20690	0
2592	14
2592	17
1272	14
1272	17
1527	14
1527	20
17150	14
17150	20
17614	14
17614	20
11677	14
11677	20
1126	0
11909	14
11909	20
21331	14
21331	20
11147	0
15834	0
789	0
21273	0
10577	0
14970	0
1725	0
4758	0
1250	14
1250	25
17302	14
17302	17
3192	14
3192	20
14999	14
14999	20
14276	14
14276	17
9041	26
3623	0
14052	14
14052	17
10266	14
10266	17
21171	0
5471	14
5471	28
18872	14
18872	25
18872	4
14011	14
14011	17
6704	14
6704	17
6704	4
6171	14
6171	29
6171	4
8911	14
8911	20
2774	0
10279	14
10279	20
9973	0
8809	14
8809	17
8809	4
6550	14
6550	17
21144	0
4649	14
13761	14
13761	20
2880	14
2880	20
1862	14
1862	17
4541	14
4541	20
7573	0
2351	0
1763	14
1763	17
2697	14
2697	17
9268	0
8478	14
8478	20
21228	14
21228	17
1134	14
1134	17
7649	26
16520	26
19234	0
6871	0
12702	14
12702	17
9397	14
9397	20
13376	0
9783	14
9783	17
7414	0
6146	14
6146	20
16874	0
9501	14
9501	17
5145	14
5145	20
2744	0
12033	0
17324	0
12082	0
14397	14
14397	25
8843	0
9293	0
21462	14
21462	20
740	0
13174	14
13174	25
836	0
593	14
593	20
3491	14
3491	20
1501	14
1501	20
17616	14
17616	17
13812	14
13812	20
11249	14
11249	17
17350	14
17350	20
5327	14
5327	20
13972	14
13972	20
1988	14
1988	20
17052	14
17052	20
9994	14
9994	20
9994	4
18227	14
18227	17
9628	14
9628	25
17889	14
17889	25
19716	14
19716	17
19596	14
19596	20
18506	14
18506	20
5326	14
5326	22
1296	14
1296	17
16336	14
16336	20
18819	14
18819	20
20404	14
20404	20
10158	14
10158	25
16713	14
16713	22
12236	14
12236	20
7777	14
7777	20
14128	14
14128	20
2560	14
2560	20
8054	14
8054	20
20171	14
20171	17
20093	14
20093	17
8328	14
8328	20
8328	4
16008	14
16008	30
9877	14
9877	17
449	0
11518	14
11518	17
19907	14
19907	22
13959	14
13959	20
14257	14
14257	20
16846	14
16846	20
13526	14
13526	20
12801	14
12801	20
1424	14
1424	20
14333	14
14333	20
7091	14
7091	17
682	14
682	20
4827	14
4827	20
19853	14
19853	20
2338	14
2338	29
11664	14
11664	20
9248	14
9248	20
18407	14
18407	20
14829	14
14829	20
10407	14
10407	20
2504	14
2504	17
19494	14
19494	20
9745	14
9745	17
1974	0
9550	0
14434	0
18837	14
18837	20
18837	4
18344	14
18344	17
18344	4
17165	14
17165	25
17165	4
12039	14
12039	25
12039	4
5431	26
1119	14
1119	20
14542	0
12587	14
12587	25
20076	0
20846	26
556	14
556	25
1971	14
1971	25
2220	14
2220	25
17160	14
17160	20
4667	0
1279	0
13890	0
6059	0
12532	14
12532	17
4988	14
4988	17
19030	14
19030	22
19030	23
16642	0
16642	0
17472	14
17472	25
8868	1
14104	14
14104	20
9627	14
9627	20
9627	4
6340	14
6340	25
935	14
935	22
18784	14
18784	22
6244	0
4565	14
4565	17
3909	0
8623	0
16357	0
6525	0
14492	0
5056	0
4383	0
6159	0
671	0
69	0
17561	0
16417	0
18615	14
18615	20
18615	4
13033	14
13033	17
13033	23
12399	14
12399	20
12399	4
10564	0
12056	0
7854	0
20770	0
6090	0
12388	14
12388	19
14645	0
231	0
6047	0
1301	0
19733	0
9770	0
17811	0
11151	0
8946	0
6759	0
4103	0
18999	0
16360	0
4090	14
4090	25
6297	0
20637	0
7064	0
6719	0
20167	0
2577	0
7419	0
11928	0
18765	0
5275	0
21781	0
16696	0
16816	0
20686	0
2461	14
2461	22
636	14
636	20
10005	14
10005	17
16536	14
16536	20
20776	14
20776	17
4436	14
4436	20
18390	14
18390	20
17735	14
17735	20
8697	14
8697	20
4333	14
4333	20
15312	0
270	26
12179	26
14684	0
14973	26
5286	0
7548	0
11282	0
18071	26
9052	26
16489	0
20388	0
17608	0
2238	0
3487	0
3582	0
15200	0
19812	0
9931	0
5035	0
7512	0
1350	0
12440	14
12440	20
19814	0
7506	0
2770	14
16289	14
16289	25
19774	14
19774	30
19613	14
19613	22
5489	14
5489	30
13582	14
13582	22
17056	14
17056	30
2989	14
2989	30
2989	4
19918	14
19918	22
929	14
929	22
6999	14
6999	22
5818	14
5818	19
5818	4
8925	14
8925	22
15215	14
15215	22
2827	14
2827	4
6422	14
6422	30
9061	14
9061	30
2438	14
2438	30
5525	14
5525	22
3356	14
13211	14
13211	22
1213	14
1213	22
14926	14
14926	22
5594	14
5594	29
2955	14
2955	22
2548	14
2548	29
20796	14
20796	22
4890	14
4890	22
4959	14
4959	29
17009	14
17009	29
8547	14
8547	29
10117	14
10117	29
2720	14
2720	29
15836	14
15836	29
19807	14
19807	29
14484	14
14484	29
3035	14
3035	29
3035	29
304	14
304	29
4834	14
4834	29
4834	4
11353	14
11353	29
14454	14
14454	29
16757	14
16757	29
16197	14
16197	29
11816	14
11816	29
5268	14
5268	29
4421	14
4421	29
18591	14
15408	14
15408	22
5961	14
5961	29
17496	14
17496	29
9527	14
9527	29
14518	14
14518	29
19435	14
19435	22
7232	14
7232	29
17858	14
17858	29
5010	14
5010	17
7311	14
7311	29
7311	4
18500	14
18500	17
14866	14
14866	17
8153	14
8153	29
11204	14
11204	17
5393	14
5393	17
14189	14
14189	29
18613	14
18613	29
4747	14
4747	29
15509	14
15509	17
12104	14
12104	17
3522	14
3522	29
3522	4
2168	14
2168	17
17668	14
17668	17
20552	14
20552	17
12995	14
12995	17
2751	14
2751	17
18974	14
18974	17
4394	14
4394	17
4310	14
4310	17
3436	14
3436	17
19588	14
19588	17
11020	14
11020	17
7988	14
7988	20
2584	14
2584	17
20176	14
20176	17
17792	14
17792	17
8359	14
8359	17
4496	14
4496	17
5184	14
5184	20
7691	14
7691	20
13151	14
13151	17
17291	14
17291	17
17291	4
12786	14
12786	20
18827	14
18827	17
6249	14
6249	17
11681	14
11681	20
21756	14
21756	20
20515	14
20515	17
14260	14
14260	17
16352	14
16352	20
19926	14
19926	17
13937	14
13937	20
9137	14
9137	17
12359	14
12359	20
1091	14
1091	20
10133	14
10133	17
14332	14
14332	20
19805	14
19805	17
20943	14
20943	20
3820	14
3820	20
12403	14
12403	20
5303	14
5303	17
4505	14
4505	20
27	14
27	20
15865	14
15865	20
14642	14
14642	20
14642	21
13762	14
13762	20
21097	14
21097	20
15817	14
15817	20
17330	14
17330	20
20624	14
20624	20
21007	0
4759	14
4759	17
7935	14
7935	20
18433	14
18433	20
19268	14
19268	20
19119	0
19143	14
19143	17
6387	14
6387	20
2484	14
2484	20
2484	4
10656	14
10656	17
15037	14
15037	20
19105	14
19105	20
392	14
392	17
11701	14
11701	20
2137	14
2137	20
4477	14
4477	20
9634	14
9634	20
8262	14
8262	20
20898	14
20898	20
21416	14
21416	20
9067	0
18044	14
18044	20
6277	14
6277	20
17648	14
17648	20
9659	14
9659	20
9649	14
9649	20
7981	14
7981	20
3535	14
3535	20
20128	14
20128	20
3094	14
3094	20
18215	14
18215	20
